CaseNumber,PRSM,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
355012411,0.607651195,10801,30000,35550,12.5,3904.5,30000,60000,1,O,532,18,28,10,11,4,10,Corporation,10,1,2,1,59,Miscellaneous Retail Stores,14623,7049,7574,114700,49012,40.8,6,880,26967,913599,4406,893,5299,MO,H,S3
279511772,0.777477131,56605,123400,145612,12.5,13425.92,119813.22,119813.5,4,O,552,7,40,17,16,12,11,Limited Liability Company,7,3,2,1,58,Eating and Drinking Places,44050,20657,23393,106200,48131,35.8,5,1083,15128,373223,17813,1259,19072,SC,OTHER,S4
388912377,0.4512,4230,15000,18750,12.5,1800,11694.1,22399.3333,3,R,488,12,33,11,11,5,7,Sole Proprietorship,4,1,1,0,72,Personal Services,40915,19205,21710,83300,30403,40.6,5,1203,18819,520095,15193,1687,16880,TN,H,S2
202519612,0.670604876,8060,20200,24038,12.5,2787.6,15875.34,16453.6,5,O,506,2,10,1,3,5,4,Limited Liability Company,2,2,0,1,58,Eating and Drinking Places,34855,17100,17755,125800,54676,33.8,5,893,11549,348740,8287,398,8685,FL,B,S2
392112965,0.716643867,3929,8600,10965,12.5,1799.56,5733.9,6460.66667,6,O,546,2,13,9,6,4,0,Sole Proprietorship,3,1,1,0,58,Eating and Drinking Places,6041,2971,3070,72500,29626,37.8,5,158,5385,102470,1628,223,1851,WV,B,S2
367512116,0.77693617,9129,20000,23500,12.5,1350,21336,21133,4,R,654,5,20,15,13,0,5,Corporation,6,1,1,0,75,Auto Repair Services and Parking,28069,13649,14420,141400,59015,38.2,5,1702,46908,1982126,10443,1652,12095,MI,E,S2
280618087,1.009663866,14418,24000,28560,12.5,3312,18798.92,20294.2222,9,O,544,1,20,14,13,1,5,Corporation,1,0,0,0,58,Eating and Drinking Places,65440,28977,36463,223300,26366,30,5,569,5287,301508,20336,1027,21363,NY,B,S3
238814412,0.508905055,8115,26800,31892,12.5,2958.72,22142,22142,1,R,575,7,21,11,15,2,8,Corporation,6,11,0,4,52,Building Materials and Hardware,77840,36957,40883,157600,22072,26.5,5,1000,11669,329273,25159,1378,26537,NY,B,S3
283916717,0.972700491,14858,26000,30550,12.5,520,23136.38,23631.231,4,R,553,19,32,16,15,2,14,Sole Proprietorship,4,1,1,0,59,Miscellaneous Retail Stores,9520,4884,4636,577500,55522,36.7,5,748,3766,169747,5536,656,6192,MA,A,S3
34614566,1.001850281,25990,43600,51884,12.5,4813.44,34361.2,34361,6,R,626,7,42,38,29,0,4,Corporation,6,3,1,0,79,Amusement and Recreational Services,26551,13056,13495,129400,60226,33.6,6,423,5780,135714,8281,281,8562,MN,B,S4
138315193,0.719734345,3793,8500,10540,12.5,1258,5591.22,5591.33333,12,O,571,13,25,18,14,3,4,Sole Proprietorship,12,2,2,2,58,Eating and Drinking Places,9508,4563,4945,63800,31096,39.9,5,248,2822,53402,3801,296,4097,IN,B,S2
240312083,0.731574468,4298,10000,11750,12.5,1181.24,8903.28,9922.5,4,O,577,12,33,27,20,0,6,Corporation,6,3,1,2,72,Personal Services,14426,7291,7135,178500,26509,29.8,5,227,8138,329077,7151,210,7361,OH,D,S2
401518260,0.701493931,15026,36000,42840,12.5,993.6,39974,38318.4,5,R,628,10,22,20,11,0,2,Corporation,15,2,1,0,75,Auto Repair Services and Parking,24775,11890,12885,77300,23903,32,5,864,18428,589883,9535,1231,10766,TN,F,S3
154217869,0.62919519,8502,23000,27025,12.5,2173.5,17239.3,20876,12,O,580,7,42,21,16,3,18,Limited Liability Company,7,0,0,0,57,Home Furniture and Furnishings Stores,596,306,290,152300,53750,39.1,5,35,775,33402,228,21,249,VA,C,S3
132418192,0.841720779,15555,30800,36960,12.5,4958.8,24163.3,24163.4286,14,O,636,4,15,14,8,0,1,Corporation,2,0,1,0,72,Personal Services,18168,9402,8766,134600,50538,27.1,5,717,38642,1551186,7042,753,7795,NC,H,S3
93111903,1.148242226,87697,130000,152750,9,10530,162948.76,162948.889,9,O,630,38,24,22,16,0,2,Corporation,7,0,0,0,58,Eating and Drinking Places,11794,5802,5992,325400,66947,60.5,5,579,7245,235169,10346,302,10648,FL,OTHER,S4
23914548,1.350902737,32473,40400,48076,12.5,5575.2,31850.96,31850.8889,9,O,700,2,35,33,14,0,2,Corporation,1,0,0,0,52,Building Materials and Hardware,3575,1760,1815,81700,36686,41.7,5,94,886,22332,881,108,989,NH,B,S3
370517181,1.03387201,15994,26000,30940,10,2870.4,41624,41624,1,R,649,21,48,48,29,0,0,Corporation,15,2,3,0,56,Apparel and Accessory Stores,17845,9417,8428,52900,26504,33.6,5,533,10920,282883,6015,693,6708,NY,B,S3
133918443,1.084574468,10195,16000,18800,5,1512,35950.56,35950.6667,6,O,636,16,20,16,13,0,4,Sole Proprietorship,6,1,2,0,54,Food Stores,1593,819,774,89300,42434,36.8,5,28,97,2539,535,5,540,NY,C,S2
422410455,1.305292339,25897,32000,39680,12.5,4736,21059.66,22915.3333,3,O,624,2,46,30,26,3,13,Corporation,0,1,2,0,51,Wholesale Trade-Nondurable Goods,13388,6364,7024,137400,56057,44.8,5,247,1305,27110,4961,125,5086,FL,B,S3
115516815,1.093290323,16946,25000,31000,12.5,3700,16473.76,16473.3333,3,O,588,6,21,6,14,4,11,Corporation,7,0,1,0,72,Personal Services,28499,13760,14739,89900,35240,44,5,466,4262,104480,13919,277,14196,FL,B,S3
52217953,1.274375578,3444,4600,5405,12.5,434.7,4117.5,4628.33333,6,O,636,1,26,19,17,1,6,Sole Proprietorship,5,2,2,0,79,Amusement and Recreational Services,14298,7271,7027,128700,43630,43.9,5,235,2972,74547,7299,200,7499,FL,OTHER,S1
435218541,0.8857289,17316,34000,39100,12.5,2652,26933.28,29830,4,O,649,3,45,43,22,0,2,Limited Liability Company,0,0,1,0,58,Eating and Drinking Places,48116,24117,23999,184900,49618,30.6,5,1703,32044,1202946,18145,1503,19648,GA,B,S3
181613245,0.808661926,2502,5200,6188,12.5,574.08,8064,8638,2,R,454,2,27,21,19,5,1,Sole Proprietorship,2,0,1,0,56,Apparel and Accessory Stores,84498,37445,47053,184900,37341,34.5,5,681,15440,687856,20831,1389,22220,NY,B,S1
179211315,0.682486922,12525,29600,36704,12.5,4599.84,19066.92,21566.4,5,O,545,1,8,3,4,2,3,Sole Proprietorship,1,1,2,1,56,Apparel and Accessory Stores,9581,4574,5007,377500,67181,59.2,5,344,2371,49780,7901,239,8140,FL,H,S3
69618924,0.721045198,8168,19200,22656,12.5,1344,18711.92,21963,4,O,550,10,19,5,6,5,9,Corporation,2,0,0,0,55,Automotive Dealers and Service Stations,36785,17955,18830,69500,29997,33.9,5,694,5283,112759,14233,1049,15282,FL,OTHER,S2
284011410,0.610575938,5958,16400,19516,12.5,2263.2,14847.4,14847,8,O,558,6,18,1,1,2,0,Corporation,18,3,0,3,58,Eating and Drinking Places,26973,13134,13839,112600,35184,38.3,5,1060,11677,366428,11592,1233,12825,FL,H,S2
262416336,1.253333333,12784,17000,20400,12.5,1020,15271.34,15271.3333,6,O,714,10,12,11,4,0,1,Corporation,2,0,3,0,75,Auto Repair Services and Parking,10506,5127,5379,65200,28145,35,6,216,2590,62917,3288,352,3640,MS,OTHER,S2
32112796,0.839941756,7499,14400,17856,12.5,2131.2,9467.42,9467.33333,3,O,654,7,24,18,18,0,6,Corporation,5,1,0,0,54,Food Stores,31225,14948,16277,106800,25889,22.3,5,761,9979,199647,9734,913,10647,OH,B,S2
224013132,0.925127334,10898,19000,23560,12.5,3655.6,36205.2,21754,1,R,463,14,18,7,11,5,6,Corporation,13,0,2,0,73,Business Services,4017,1981,2036,110100,42391,41.3,5,171,1333,34933,1651,160,1811,NY,B,S2
158410663,0.97929078,13808,24000,28200,12.5,1296,27897.14,27894.7921,1,R,614,6,28,7,7,0,1,Corporation,6,0,0,0,59,Miscellaneous Retail Stores,4981,2452,2529,145500,36367,46.4,5,566,5569,109055,2397,652,3049,TN,OTHER,S3
124310551,0.896244525,12022,21900,26827.5,12.5,2222.86,14096.16,21502.25,8,O,563,4,24,18,11,4,2,Corporation,4,0,2,0,56,Apparel and Accessory Stores,3744,2631,1113,255000,22875,34.4,5,1682,61834,3198511,977,2577,3554,GA,C,S3
172518462,0.764850768,5279,11600,13804,12.5,1600.8,9149,9149.5,4,O,700,3,16,16,4,0,0,Corporation,3,3,0,3,58,Eating and Drinking Places,85089,41989,43100,188100,23567,27,5,2131,27818,768388,27988,2742,30730,NY,B,S2
20910135,0.875276426,5937,11400,13566,12.5,550.62,28681.12,28135,10,R,611,5,20,11,8,4,5,Corporation,1,1,2,0,42,Motor Freight Transportation/Warehouse,35241,17560,17681,204900,86581,33.6,5,1470,19930,731527,20810,903,21713,AL,F,S2
158211596,0.847539016,4942,9800,11662,12.5,1081.92,10409.96,10409.9776,1,R,478,4,32,4,4,19,4,Sole Proprietorship,2,0,1,0,53,General Merchandise Stores,10702,5318,5384,100200,44979,36.3,5,236,2281,51674,4030,214,4244,IN,B,S2
230618838,0.890429958,10914,20600,24514,12.5,2842.8,18933,18933,4,O,489,3,33,9,11,6,5,Corporation,1,1,14,0,72,Personal Services,7092,3380,3712,705800,126247,39,5,242,2729,221231,2558,168,2726,CT,B,S2
2411452,1.333443055,32408,39200,48608,12.5,5801.6,25897.6,25897.6,5,O,626,32,29,28,8,0,1,Sole Proprietorship,19,1,4,0,56,Apparel and Accessory Stores,9210,4421,4789,48000,27020,36.1,6,148,1958,44166,3558,251,3809,AR,B,S3
339916398,0.856275844,12839,25200,29988,12.5,2782.08,35109.78,31726,1,R,493,24,48,40,16,6,21,Corporation,15,4,5,0,75,Auto Repair Services and Parking,37489,18290,19199,162000,56580,37.6,5,1240,18786,704605,14947,1048,15995,PA,B,S3
143815998,0.939081967,85926,150000,183000,12.5,23220,168214.72,195150,4,R,590,22,58,57,29,1,0,Corporation,21,4,4,0,70,Hotels Rooming and Other Lodging Places,22079,10290,11789,45800,20838,37.1,6,703,10450,273491,7815,1037,8852,AL,H,S4
141312539,1.112781955,12580,19000,22610,10,1573.2,21381.36,23244.3333,6,O,639,4,26,20,20,1,5,Corporation,4,2,0,0,75,Auto Repair Services and Parking,34481,16215,18266,148600,47258,40.9,5,1461,20469,722531,14852,1325,16177,OH,OTHER,S2
6419036,0.848054299,9371,19000,22100,12.5,1327.74,15020.64,15019.6168,6,O,522,1,22,5,5,1,5,Corporation,18,0,5,0,56,Apparel and Accessory Stores,37047,18086,18961,163400,69714,37,5,1285,9735,264337,16698,429,17127,FL,C,S2
157917044,1.074969988,125363,196000,233240,10,27048,378814.28,378814.286,14,O,721,3,10,10,0,0,0,Corporation,1,3,3,0,59,Miscellaneous Retail Stores,60392,28861,31531,126500,35647,30.6,5,1588,25945,868697,19538,1509,21047,NJ,B,S4
391311201,0.958927391,10156,17800,21182,12.5,2456.4,14021.8,14021.3333,3,O,545,2,55,43,32,3,9,Corporation,2,0,1,0,58,Eating and Drinking Places,76015,39554,36461,287300,38487,30,6,2057,31736,1033711,28431,2924,31355,IL,B,S2
44812085,0.194208211,2649,22000,27280,10,2604.8,27440.7,30602,1,R,412,1,9,2,2,13,13,Limited Liability Company,16,16,0,9,58,Eating and Drinking Places,31671,15368,16303,136500,38733,34.8,5,690,7219,245113,11778,830,12608,NJ,B,S3
119118298,1.147723323,16510,23200,28770,12.5,3605.7,15361.98,20217.5,4,O,655,1,15,4,2,8,3,Sole Proprietorship,14,0,3,0,70,Hotels Rooming and Other Lodging Places,15940,7759,8181,81200,35701,36,6,313,6417,173276,5786,345,6131,KY,H,S3
170212113,0.858870968,5964,11200,13888,12.5,224,10847.5,10732,1,R,568,10,30,19,17,9,14,Sole Proprietorship,2,1,0,0,57,Home Furniture and Furnishings Stores,47911,22763,25148,97400,43295,36.4,6,1221,22699,696205,19813,1243,21056,WI,A,S2
42118365,0.465407725,2711,10000,11650,12.5,798,10433.72,11787.6667,12,O,569,5,15,7,8,4,4,Corporation,2,1,0,1,57,Home Furniture and Furnishings Stores,17546,8182,9364,124300,50348,40.1,5,472,7287,238180,6591,454,7045,OH,A,S2
420314847,0.602777778,1085,3000,3600,10,252,4497.4,4497,6,O,628,4,17,6,8,7,4,Corporation,3,0,1,0,53,General Merchandise Stores,48598,23925,24673,112900,21106,38.2,5,797,7377,288379,16668,1021,17689,FL,A,S1
170916969,0.974221277,114471,2.00E+05,235000,12.5,16200,181535.86,319571.5,12,O,612,17,28,25,14,1,2,Corporation,13,6,3,0,70,Hotels Rooming and Other Lodging Places,79,41,38,625000,131250,59.8,5,12,178,2862,12561,492,13053,FL,OTHER,S4
138118792,0.581653226,11540,32000,39680,12.5,4736,20865.56,20865.5,4,O,537,6,34,28,22,3,3,Limited Liability Company,1,1,1,0,58,Eating and Drinking Places,41466,20003,21463,115100,47441,33.1,5,1541,37932,1286642,16419,1511,17930,KY,B,S3
161214575,0.683143846,2764,6800,8092,12.5,750.72,5438,6198.66667,6,R,494,15,18,8,5,7,3,Corporation,2,0,0,0,79,Amusement and Recreational Services,19016,9476,9540,61500,34006,33.1,5,721,16464,588566,7706,786,8492,IN,B,S1
398217656,0.503148936,1478,5000,5875,12.5,405,4552.04,4552,10,O,565,5,16,1,1,14,1,Limited Liability Company,4,0,0,0,56,Apparel and Accessory Stores,761,469,292,625000,44044,39.9,5,660,26453,1905734,870,774,1644,CT,A,S1
202117370,0.773109244,8004,17400,20706,12.5,1920.96,25117.28,18078,1,R,484,2,10,6,2,6,9,Corporation,2,1,0,0,58,Eating and Drinking Places,56710,27306,29404,117900,40537,34.3,5,1019,13396,360933,26832,1111,27943,OH,B,S2
402814148,0.950403226,7071,12000,14880,12.5,2308.8,16242.16,13925.5,4,R,528,12,37,24,23,3,10,Corporation,10,0,0,0,57,Home Furniture and Furnishings Stores,24968,11965,13003,123100,44336,36.9,5,1062,14818,470112,10423,1097,11520,NC,B,S2
395611204,0.611260504,3637,10000,11900,12.5,1104,9047.28,7954,1,R,603,5,24,10,10,2,8,Limited Liability Company,1,8,7,3,58,Eating and Drinking Places,4534,2104,2430,48400,18033,30.8,6,46,329,6850,1247,25,1272,AL,B,S2
422113350,0.775722284,8659,19000,22325,13.5,1282.5,14254,11278,1,R,635,4,27,7,7,0,0,Sole Proprietorship,10,3,2,2,72,Personal Services,7235,3689,3546,147900,53727,39.4,5,203,1796,44120,2963,200,3163,FL,E,S2
304513595,1.048339378,21969,33800,41912,12.5,5002.4,22225.62,20547.474,6,O,578,1,25,24,14,0,1,Corporation,2,0,1,0,70,Hotels Rooming and Other Lodging Places,16446,8242,8204,102100,51715,39.3,6,269,1888,36149,7094,203,7297,MN,B,S3
57616269,0.989104802,37539,64600,75905,12.5,1744.2,87896,55480,2,R,590,20,34,21,16,7,6,Sole Proprietorship,16,0,1,0,58,Eating and Drinking Places,2706,1410,1296,111800,18878,34.9,5,793,13800,593511,1739,1089,2828,NH,A,S4
259919120,0.888755365,41416,80000,93200,12.5,7980,98629.74,121982.333,12,O,446,4,12,7,3,4,1,Corporation,13,1,0,0,57,Home Furniture and Furnishings Stores,21280,10635,10645,125400,42313,38.5,5,1784,29103,978243,8457,1427,9884,FL,B,S4
65312506,0.920817689,5518,10200,11985,12.5,1204.88,9127.54,10646.8,5,O,595,9,5,2,1,3,0,Sole Proprietorship,8,0,1,0,72,Personal Services,24538,11782,12756,72200,35432,34.1,5,349,10278,489081,9609,420,10029,OH,D,S2
196211230,0.723228001,13183,29400,36456,12.5,4351.2,19415.34,19415.3333,3,O,506,7,53,52,38,1,0,Limited Liability Company,8,1,3,1,65,Real Estate,17083,8198,8885,275100,82865,34.8,5,478,4959,164166,5594,458,6052,NJ,B,S3
210019015,1.13299843,18043,26000,31850,12.5,2657.86,17873.56,19556,7,O,663,10,22,19,9,0,3,Corporation,0,0,0,0,53,General Merchandise Stores,12986,6392,6594,101700,34816,34.1,5,343,2993,72475,5232,332,5564,NC,C,S3
223416700,0.952904149,8326,15000,17475,12.5,1048.5,13535.7,12966.7199,6,O,671,2,40,40,25,0,0,Limited Liability Company,2,1,0,0,56,Apparel and Accessory Stores,48652,24142,24510,122600,36048,23.6,5,1005,27020,1295484,11394,1315,12709,NJ,C,S2
125412433,0.666199813,7135,18000,21420,10,2484,17780.4,18359,6,O,594,14,10,5,7,0,5,Sole Proprietorship,15,5,1,4,75,Auto Repair Services and Parking,9524,4668,4856,92700,33461,36.4,5,338,5725,134792,4112,423,4535,NC,B,S2
417612406,0.675,7533,18000,22320,12.5,2664,11766.34,13245.3333,6,O,466,2,9,4,3,3,2,Corporation,4,3,2,1,73,Business Services,22323,11270,11053,136100,50523,33.9,5,839,9415,228487,15861,733,16594,GA,B,S2
150918428,0.767961877,6285,13200,16368,12.5,1953.6,8756.8,11594,9,O,554,1,17,7,4,2,8,Partnership,1,0,0,0,57,Home Furniture and Furnishings Stores,28629,13894,14735,83000,37254,36.1,6,679,7228,157412,11572,805,12377,AL,B,S2
327515597,1.054373522,3345,5400,6345,12.5,145.8,18994.48,20369,2,R,596,23,40,38,17,0,2,Corporation,24,0,2,0,59,Miscellaneous Retail Stores,43803,21709,22094,81700,32969,33.1,5,1372,22751,765456,17516,1738,19254,FL,A,S1
99619374,0.986181139,15843,25200,32130,12.5,5273.1,16670.82,16670.8,5,O,461,53,50,50,33,0,0,Corporation,3,8,0,3,58,Eating and Drinking Places,32753,15841,16912,233500,76959,38.9,5,790,5559,170882,10237,509,10746,NY,B,S3
443514703,0.918297872,21580,40000,47000,7.5,2160,72720,74943,4,R,602,7,34,30,15,1,3,Limited Liability Company,19,1,3,1,55,Automotive Dealers and Service Stations,23435,11688,11747,186200,75029,35.8,6,917,17050,744479,7299,675,7974,MN,OTHER,S3
210815024,0.684992908,12073,30000,35250,10,1050,79610.9,48360,1,R,488,11,25,18,12,3,4,Corporation,2,1,0,1,58,Eating and Drinking Places,35414,17472,17942,155100,73612,35.2,5,710,11025,390951,11119,650,11769,MD,OTHER,S3
358410684,1.090591631,151156,240000,277200,12.5,14352,201248.9,201249,6,O,678,19,46,46,20,0,0,Corporation,18,15,7,1,55,Automotive Dealers and Service Stations,54069,25699,28370,284800,83651,40,5,2238,36758,1370617,16019,1610,17629,NJ,OTHER,S4
239111240,0.781740812,5052,11000,12925,12.5,1039.5,10038.34,10038.4861,3,O,527,4,14,10,2,2,2,Corporation,4,1,1,0,72,Personal Services,29593,14330,15263,347500,100390,39.7,5,600,6002,169098,11201,433,11634,VA,OTHER,S2
427714364,0.916245628,9430,16600,20584,12.5,3193.84,22856.26,28294,2,R,492,3,38,30,29,5,3,Limited Liability Company,3,1,1,0,75,Auto Repair Services and Parking,7475,3803,3672,142800,58792,37.8,5,136,1214,43018,2850,50,2900,MI,B,S2
207115115,0.444057623,3699,14000,16660,12.5,386.4,12572.24,14413,4,R,534,7,32,20,18,4,8,Limited Liability Company,19,5,6,2,27,Printing Publishing and Allied Industries,28875,13804,15071,87000,32090,35.5,5,658,8908,265577,10604,857,11461,SC,F,S2
242016446,0.557781007,8828,26600,31654,12.5,3670.8,20988.4,20988.5,4,O,579,29,9,6,3,1,2,Corporation,1,1,1,0,58,Eating and Drinking Places,38066,18876,19190,92300,47825,34.8,5,683,7891,238873,18880,1003,19883,GA,B,S3
366812840,0.992156863,1771,3000,3570,10,414,3551.88,3552,4,O,649,7,33,31,21,0,2,Sole Proprietorship,1,0,1,0,72,Personal Services,8628,4092,4536,121300,42693,38.1,5,436,7156,268916,3717,384,4101,NH,B,S1
196716037,1.007133917,8047,13600,15980,12.5,1009.8,13157.56,54284,1,R,750,3,45,45,20,0,0,Corporation,8,5,0,2,58,Eating and Drinking Places,29506,14708,14798,233400,37962,35.6,5,507,4594,112615,11793,586,12379,NY,OTHER,S2
217716661,0.842193784,23034,45600,54700,10,5394.3,47018,47132,4,R,605,3,40,38,23,1,1,Corporation,2,3,1,3,55,Automotive Dealers and Service Stations,11087,5509,5578,79900,39771,35.3,5,247,4522,104999,3603,334,3937,FL,H,S4
218810966,1.307234043,35328,46000,54050,12.5,3726,41406.36,41405.75,8,O,723,3,26,26,8,0,0,Corporation,4,0,1,0,59,Miscellaneous Retail Stores,26530,13485,13045,133000,38244,51.1,5,480,4125,96508,12337,383,12720,FL,OTHER,S4
225419999,0.999156652,9478,15300,18972,12.5,2377.62,9858.08,9858,4,O,558,1,37,27,19,7,3,Partnership,17,1,1,0,58,Eating and Drinking Places,61288,29294,31994,123000,47332,34.7,5,1304,16487,566948,21079,1242,22321,FL,H,S2
188512626,0.717088056,9870,22200,27528,12.5,2628.48,17432,19122,4,R,566,8,20,7,10,6,7,Corporation,9,13,1,7,75,Auto Repair Services and Parking,35356,17144,18212,80100,37526,38.3,5,748,8697,247771,14355,785,15140,MI,B,S3
62618928,1.161441598,13374,19600,23030,12.5,1852.2,17680.98,19973.6667,6,O,533,16,30,24,17,3,3,Corporation,22,2,3,0,57,Home Furniture and Furnishings Stores,12256,5977,6279,99500,43357,35.3,5,276,4518,142374,5443,227,5670,SC,OTHER,S2
352919266,0.97694958,116257,2.00E+05,238000,7.5,27600,238306.66,238306,4,O,594,5,41,21,23,4,16,Limited Liability Company,0,0,1,0,58,Eating and Drinking Places,27261,13310,13951,89800,46482,32.9,6,686,11209,279979,14072,642,14714,MS,B,S4
186015936,0.934589666,15374,28000,32900,12.5,1960,27056.48,37477.75,8,O,677,5,29,28,13,1,0,Corporation,9,0,0,0,72,Personal Services,38504,18982,19522,137400,56945,34.7,5,720,7301,187788,13440,468,13908,OH,C,S3
162719210,0.806693899,3061,6400,7589,12.5,877.8,5018.7,5018.66667,6,O,563,19,26,8,11,8,10,Corporation,11,0,0,0,51,Wholesale Trade-Nondurable Goods,66358,29587,36771,69600,28687,38.1,5,898,18648,576912,23234,1458,24692,MD,H,S1
443613666,0.925478548,14021,25600,30300,7.5,2401,31454.18,28361,4,R,587,9,41,38,23,0,3,Corporation,4,2,0,0,58,Eating and Drinking Places,18411,8925,9486,124600,51548,36.6,6,721,17906,554232,9205,989,10194,IL,H,S3
53811493,0.92997479,221334,4.00E+05,476000,12.5,43332,315301.82,315301.8,10,O,687,3,30,29,12,0,1,Limited Liability Company,4,2,1,1,58,Eating and Drinking Places,18872,8951,9921,95900,48898,37.6,6,441,10749,296394,6594,504,7098,AL,OTHER,S4
121219806,1.577946017,23969,24500,30380,12.5,3626,16090.4,16090.6667,3,O,710,12,53,53,19,0,0,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,5695,2752,2943,86200,39491,40.4,6,93,1050,22697,2589,116,2705,AL,B,S3
35117213,0.7302272,27255,60200,74648,12,9355.08,40960.24,33612.4,5,O,544,25,25,20,3,2,3,Corporation,8,7,1,6,58,Eating and Drinking Places,24432,11981,12451,72200,21629,33.4,5,723,10336,322611,5678,1006,6684,FL,H,S4
154115636,1.122408964,8014,12000,14280,12.5,1324.8,17010,17010,1,R,650,5,48,40,36,2,6,Sole Proprietorship,15,0,1,0,58,Eating and Drinking Places,23824,11486,12338,82900,35619,38,6,729,11247,296521,9647,801,10448,TN,B,S2
374812639,0.935802228,9577,17200,20468,12.5,1858.52,14566.7,14565.403,4,O,591,8,22,11,11,1,6,Corporation,4,0,1,0,53,General Merchandise Stores,6030,3090,2940,126300,42340,39.7,6,443,5669,113591,4748,484,5232,FL,OTHER,S2
182711291,0.862356792,5269,10400,12220,12.5,1123.2,8071.22,11907,10,O,670,9,19,17,8,1,1,Limited Liability Company,4,0,3,0,75,Auto Repair Services and Parking,32399,15667,16732,151500,57986,39.1,6,1169,28654,1277884,14074,958,15032,WI,OTHER,S2
256317912,1.087312974,5305,8200,9758,10,905.28,17905.94,17905.9728,1,R,445,2,10,4,3,2,4,Corporation,24,0,2,0,59,Miscellaneous Retail Stores,5557,2825,2732,228500,42405,43.2,5,278,1832,49266,2684,164,2848,FL,B,S1
40217501,0.940646976,10032,18000,21330,12.5,2466,14010.88,16738.7273,11,O,651,3,15,9,10,0,6,Sole Proprietorship,14,14,1,4,52,Building Materials and Hardware,32482,14906,17576,63500,28517,37.4,5,596,10961,351056,14401,825,15226,PA,H,S2
129911876,1.004509368,7908,13400,15745,12.5,1447.2,12228.9,12229,4,O,595,3,15,8,12,0,7,Sole Proprietorship,2,0,0,0,58,Eating and Drinking Places,3823,1909,1914,163800,61981,34.5,5,59,418,10420,1189,4,1193,MA,E,S2
385210162,1.17289689,8958,13000,15275,12.5,702,11910,10695.6,5,R,617,2,18,12,7,2,4,Sole Proprietorship,10,3,2,2,59,Miscellaneous Retail Stores,23833,11504,12329,71900,30817,34.8,5,698,12887,444636,10022,821,10843,OH,OTHER,S2
247119311,0.826914354,19141,39400,46295,12.5,3191.4,35375.34,35375.1667,12,O,596,19,19,14,7,1,4,Corporation,16,6,4,6,73,Business Services,14534,6712,7822,113900,44814,41.3,5,323,5959,174235,7410,309,7719,NY,OTHER,S3
270613999,0.834101382,19548,37800,46872,12.5,5874.12,25301.82,25302,5,O,560,1,27,18,6,5,4,Limited Liability Company,2,5,3,0,58,Eating and Drinking Places,105,50,55,100000,43906,35.5,5,12,342,15575,10882,2165,13047,OH,H,S3
